B,abT_.CD4.,abT_.CD8.,gd_T,MAIT,Mast,mDC,Monocyte,Neutrophil,NK,pDC,Plasma,Th17,Treg,PD_B,PD_abT_.CD4.,PD_abT_.CD8.,PD_gd_T,PD_MAIT,PD_Mast,PD_mDC,PD_Monocyte,PD_Neutrophil,PD_NK,PD_pDC,PD_Plasma,PD_Th17,PD_Treg,Epi_1,Epi_2,Epi_3,Mel,PD_Epi_1,PD_Epi_2,PD_Epi_3,PD_Mel,Epi_1.1,Epi_1.2,Epi_1.3,LEC,SMC,VEC_1.1,VEC_1.2,VEC_1.3,VEC_1.4,PD_LEC,PD_SMC,PD_VEC_1.1,PD_VEC_1.2,PD_VEC_1.3,PD_VEC_1.4,Fib_1.1,Fib_1.2,Fib_1.3,Fib_1.4,Fib_1.5,PD_Fib_1.1,PD_Fib_1.2,PD_Fib_1.3,PD_Fib_1.4,PD_Fib_1.5,Other,
8_stable_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019308638,0,0,0.033645349,0,0,0,0.019608887,0,0,0,0,0.014379313,0.019608794,0,0,0,0,0,0,0,0,0,0.036979554,0,0,0.694117879,0,0,0,0,0,0,0,0,0.162351587,0,0,0,0
8_stable_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085981016,0,0.014564924,0,0,0,0.048332548,0.025226175,0.015313851,0,0.080083501,0,0.164718756,0,0,0,0,0,0,0,0.026372412,0.107901411,0,0,0,0,0,0,0,0,0,0.015989486,0,0,0.348906036,0,0,0,0,0,0,0,0,0.066609885,0,0,0,0
8_stable_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018558641,0,0,0,0,0.079294865,0.107957065,0,0.092578028,0,0.062094888,0,0,0,0,0,0,0.034669808,0.009077364,0.099517687,0,0,0,0,0,0,0,0,0,0.034230607,0,0,0.406172123,0,0,0,0,0,0,0,0,0.055848924,0,0,0,0
8_stable_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392147958,0,0,0,0,0,0,0.018976592,0,0,0,0,0.021594284,0.066795582,0,0,0,0,0,0,0,0,0,0.043016208,0,0,0.275534044,0.044758207,0.050133328,0,0,0,0,0,0,0.087043797,0,0,0,0
8_stable_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007262561,0,0,0,0,0.011796902,0,0,0,0,0,0,0,0,0,0,0.071836705,0,0,0.739002195,0,0,0,0,0,0,0,0,0.170101637,0,0,0,0
8_progressing_0,0,0,0,0,0,0,0,0,0.062436595,0,0,0,0,0,0.008928314,0,0,0,0,0,0,0.05607855,0.090844902,0,0.087160514,0.076908722,0.029547522,0,0,0.078566993,0,0,0,0.070613678,0.17808166,0.040013267,0,0,0,0,0,0,0,0,0,0.016725471,0,0,0.190336761,0,0,0,0,0,0,0,0,0.013757049,0,0,0,0
8_progressing_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016265885,0,0,0,0,0.020889054,0.02671272,0,0.013294579,0,0.038621447,0,0,0.667619518,0,0,0,0.102720918,0.000711238,0.011420855,0,0,0,0,0,0,0,0,0,0,0,0,0.098686269,0,0,0,0,0,0,0,0,0.003057515,0,0,0,0
8_progressing_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079124249,0,0.045756135,0,0.100747905,0,0,0.001887334,0,0,0,0.012577064,0.069345537,0.122142214,0,0,0,0,0,0,0,0,0,0.010764493,0,0,0.501639573,0,0,0,0,0,0,0,0,0.056015496,0,0,0,0
8_progressing_6,0.026294261,0,0,0,0,0,0,0,0.073907766,0,0,0,0,0,0.175403146,0,0.00666424,0,0,0,0.034305027,0.009410865,0.12121788,0,0.068585141,0,0.142941472,0,0,0,0,0,0,0,0.01961418,0.063163865,0,0,0,0,0,0,0,0,0,0,0,0,0.233149066,0,0,0,0,0,0,0,0,0.025343092,0,0,0,0
8_progressing_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04147731,0,0.014963292,0,0,0,0,0,0.122393424,0,0.040517619,0,0.193623955,0,0,0,0,0,0,0,0.049812336,0.073917257,0,0,0,0,0,0,0,0,0,0.022009223,0,0,0.371694866,0,0,0,0,0,0,0,0,0.069590716,0,0,0,0
8_progressing_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040525713,0,0,0,0,0.007646829,0.221442271,0.003679905,0.050141246,0,0.03573163,0,0,0.095817992,0,0,0,0.153745105,0.050380565,0.041574377,0,0,0,0,0,0,0,0,0,0.002027739,0,0,0.280058257,0,0,0,0,0,0,0,0,0.017228372,0,0,0,0
8_progressing_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040579664,0,0,0,0,0,0,0.067799731,0,0,0,0,0.228365293,0.03997961,0,0,0,0,0,0,0,0,0,0.019753217,0,0,0.503211711,0,0,0,0,0,0,0,0,0.100310774,0,0,0,0
9_stable_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065441203,0,0,0,0.075308291,0,0,0.027105202,0,0,0,0.009907782,0.193549214,0.102019565,0,0,0.019897916,0,0,0,0,0,0,0.015386485,0,0,0.439400575,0,0,0,0,0,0,0,0,0.051983766,0,0,0,0
9_stable_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008861609,0,0,0,0,0.051083325,0.093293681,0,0.020531559,0,0.037373191,0,0,0.009638839,0,0,0,0.069212624,0.187626495,0.050966548,0,0,0,0,0,0,0,0,0,0.016464203,0,0,0.394976328,0,0,0,0,0,0,0,0,0.059971598,0,0,0,0
9_stable_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130403327,0,0.044295243,0,0,0,0,0.000361363,0,0,0,0.031070619,0.141130875,0.099917016,0,0,0.108554434,0,0,0,0,0,0,0.029146869,0,0,0.384533998,0,0,0,0,0,0,0,0,0.030586256,0,0,0,0
9_stable_6,0,0,0,0,0,0,0,0,0,0,0,0.00410355,0,0,0.109835756,0,0,0,0,0,0.013296603,0.046320123,0.110678269,0,0.027406462,0,0.124228452,0,0,0.066861386,0,0,0,0.001108738,0.12723103,0.06928437,0,0,0.038434016,0,0,0,0,0,0,0.001081159,0,0,0.239390379,0,0,0,0,0,0,0,0,0.020739707,0,0,0,0
9_stable_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092553892,0,0,0,0,0,0,0.01725336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016104644,0,0,0.673789104,0,0,0,0,0,0,0,0,0.200299001,0,0,0,0
9_stable_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100820271,0,0.022290155,0,0.017476681,0,0,0.040872582,0.205490198,0,0,0,0.274756606,0.039326384,0,0,0,0,0,0,0,0,0,0,0,0,0.249612612,0,0,0,0,0,0,0,0,0.04935451,0,0,0,0
9_stable_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133889693,0,0,0,0,0,0,0.016165213,0,0,0,0,0.05613657,0,0,0,0,0,0,0,0,0,0,0.067601878,0,0,0.362971215,0,0.148624293,0,0,0,0,0,0,0.214611138,0,0,0,0
9_progressing_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102694,0,0,0,0,0,0.006002145,0,0.002627258,0,0.00799967,0,0.001157633,0,0,0,0,0,0,0.038065479,0.239921519,0.050172918,0.1590738,0,0.393906413,0,0,0,0,0,0,0,0,0,0.099050421,0,0,0,0,0,0,0,0,0.001920051,0,0,0,0
9_progressing_2,0,0,0,0,0,0,0,0,1.78E-05,0,0,0,0,0,0,0,0,0,0,0,0.003680144,0,0.003091167,0,0.010362114,0.001354075,7.19E-05,0,0,0.0039341,0.037456989,0,0,0.00844136,0.417708938,0.02096756,0.042431996,0,0.388712815,0,0,0,0,0,0,0,0,0,0.059549705,0,0,0,0,0,0,0,0,0.002219303,0,0,0,0
9_progressing_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023668099,0,0,0,0.031637561,0.013369899,0.17470613,0,0.028780024,0,0.156101048,0,0,0.022127459,0.062744722,0,0,0.009613771,0.123489288,0.051707454,0,0,0.100198928,0,0,0,0,0,0,0.001303868,0,0,0.19315231,0,0,0,0,0,0,0,0,0.00739944,0,0,0,0
9_progressing_6,0,0,0,0,0,0,0,0,0.010325546,0,0,0,0,0,0,0,0,0,0,0,0,0.146574167,0.32335222,0,0.034106106,0,0.042057093,0,0,0.041016155,0,0,0,0.038372265,0.1277838,0.036351584,0,0,0,0,0,0,0,0,0,0.002367984,0,0,0.182559623,0,0,0,0,0,0,0,0,0.015133456,0,0,0,0
9_progressing_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013165909,0,0.000659043,0,0,0,0,0.009242538,0.01861742,0,0.014357819,0,0.024433865,0,0,0.011940761,0.177053124,0,0,0,0.314110737,0.02893798,0,0,0.261556373,0,0,0,0,0,0,4.79E-05,0,0,0.114465744,0,0,0,0,0,0,0,0,0.011410815,0,0,0,0
9_progressing_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023371332,0,0,0,0,0,0.006238394,0,0.003650165,0,0.015471928,0,0.017290834,0,0,0,0,0,0,0,0.206783959,0.12859546,0.271154079,0,0.033536744,0,0,0,0,0,0,0.000347493,0,0,0.293559612,0,0,0,0,0,0,0,0,0,0,0,0,0
9_progressing_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077134357,0,0,0,0,0,0,0.010162061,0.09776869,0,0,0,0.139407311,0.099978905,0,0,0.053602178,0,0,0,0,0,0,0.010669159,0,0,0.46219675,0,0,0,0,0,0,0,0,0.04908059,0,0,0,0
10_stable_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007716484,0.186888317,0,0.022098264,0,0.067657239,0,0,0.030095454,0.026140548,0,0,0,0.166006977,0.061225329,0,0,0.007666919,0,0,0,0,0,0,0.001631632,0,0,0.397932241,0,0,0,0,0,0,0,0,0.024940597,0,0,0,0
10_stable_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03744109,0.22278965,0,0.032619924,0,0.028888781,0,0,0.090644496,0.000805805,0,0,0,0.244709219,0.046805955,0,0,0,0,0,0,0,0,0,0.007979946,0,0,0.278004774,0,0,0,0,0,0,0,0,0.009310359,0,0,0,0
10_stable_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455963487,0,0,0,0,0,0,0.043258876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061612798,0,0,0.159059857,0,0.138861252,0,0,0,0,0,0,0.141243731,0,0,0,0
10_stable_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104113896,0,0.04168763,0,0,0,0.022968335,0.027662654,0.104489605,0.007875918,0.103661272,0.072756443,0.148211574,0,0,0.0191369,0,0,0,0.011216402,0.017622892,0.064399023,0,0,0,0,0,0,0,0,0,0.003337818,0,0,0.222052292,0,0,0,0,0,0,0,0,0.028807346,0,0,0,0
10_stable_8,0,0,0,0,0,0,0,0,0.051690306,0,0,0.004488895,0,0,0.078316083,0,0.03029639,0,0,0,0.04774075,0.031193198,0.151527644,0.068136563,0.116443052,0,0.132055486,0,0,0.026441106,0,0,0,0,0.050125295,0.03642619,0,0,0,0,0,0,0,0,0,0.004155178,0,0,0.166163138,0,0,0,0,0,0,0,0,0.004800726,0,0,0,0
10_stable_10,0,0,0,0,0,0,0,0,0.024311231,0,0,0,0,0,0.014969733,0,0.023908878,0,0,0,0,0.001245076,0.075403377,0.023355125,0.089788848,0,0.130484334,0.003971532,0,0.06896688,0,0,0,0,0.248631252,0.045059996,0,0,0,0,0,0,0,0,0,0.010318391,0,0,0.188273496,0,0,0,0,0,0,0,0,0.05131185,0,0,0,0
10_stable_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046781009,0,0.008484022,0,0,0,0,0.023157881,0.119986799,0.017652393,0.107944161,0.002033047,0.13991621,0,0,0.076082366,0,0,0,0,0.151618378,0.047410232,0,0,0,0,0,0,0,0,0,0,0,0,0.229518985,0,0,0,0,0,0,0,0,0.029414517,0,0,0,0
10_progressing_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225224727,0,0,0,0,0,0,0.006716824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054862467,0,0,0.296400065,0,0.254011058,0,0,0,0,0,0,0.162784859,0,0,0,0
10_progressing_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28905021,0,0,0,0,0,0,0.070611613,0,0,0,0,0.111351097,0,0,0,0,0,0,0,0,0,0,0.028224874,0,0,0.180455218,0,0.187112053,0,0,0,0,0,0,0.133194934,0,0,0,0
10_progressing_4,0,0,0,0,0,0,0,0,0.016891942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02472344,0,0,0,0,0,0,0.274199734,0,0,0,0,0.203441932,0.090362404,0,0,0,0,0,0,0,0,0,0.001538736,0,0,0.382052878,0,0,0,0,0,0,0,0,0.006788933,0,0,0,0
10_progressing_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149995296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075600024,0,0,0.425982353,0,0.091225203,0,0,0,0,0,0,0.257197124,0,0,0,0
10_progressing_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203322177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064335719,0,0,0.490595699,0,0,0,0,0,0,0,0,0.241746405,0,0,0,0
10_progressing_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026413281,0,0,0,0,0,0,0.230832843,0,0,0,0,0.232992004,0,0,0,0,0,0,0,0,0,0,0.05312801,0,0,0.325483109,0,0.030683749,0,0,0,0,0,0,0.100467004,0,0,0,0
10_progressing_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149730789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061809323,0,0,0.538435487,0,0,0,0,0,0,0,0,0.2500244,0,0,0,0
5_stable_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001207378,0,0,0,0,0,0,0.007374199,0,0,0,0,0.123326394,0,0,0,0,0,0,0,0,0,0,0.040966202,0,0,0.569177129,0,0,0,0,0,0,0,0,0.257948698,0,0,0,0
5_stable_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046916715,0,0,0,0,0,0,0.098003904,0,0,0,0,0.050410531,0,0,0,0,0,0,0,0,0,0,0.014645882,0,0,0.568646106,0,0,0,0,0,0,0,0,0.221376863,0,0,0,0
5_stable_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010141729,0,0,0,0,0,0,0.010248357,0,0,0,0,0.004603521,0.044090776,0,0,0,0,0,0,0,0,0,0.069795295,0,0,0.464072929,0.112639932,0.113331843,0,0,0,0,0,0,0.171075619,0,0,0,0
5_stable_6,0,0,0,0,0,0,0,0,0.001258051,0,0,0,0,0,0,0,0,0,0,0,0,0.001140349,0.015536994,0,0,0,0.001014522,0,0,0,0.010424098,0,0,0,0.017442725,0.161165979,0,0,0,0,0,0,0,0,0,0.007590072,0.019431434,0,0.446550716,0,0,0,0,0,0,0,0,0.066202473,0,0,0,0.252242588
5_stable_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026476415,0,0,0,0,0,0,0.122514555,0,0,0,0,0.147584388,0,0,0,0,0,0,0,0,0,0,0.018858146,0,0,0.418679964,0,0.098178836,0,0,0,0,0,0,0.167707696,0,0,0,0
5_stable_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063840981,0,0,0,0,0,0,0.031252917,0.008993959,0,0,0,0.21091577,0,0,0,0,0,0,0,0,0,0,0.052991148,0,0,0.394089935,0,0.028830039,0,0,0,0,0,0,0.209085251,0,0,0,0
5_stable_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009805592,0,0,0,0,0,0,0,0,0,0,0,0.030246193,0,0,0,0,0,0,0,0,0,0,0.063682723,0,0,0.550951955,0,0.086295916,0,0,0,0,0,0,0.259017621,0,0,0,0
5_progressing_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014835956,0,0,0,0,0,0,0.08023626,0,0,0,0,0.314869014,0.094762107,0,0,0,0,0,0,0,0,0,0.009714146,0,0,0.407558169,0,0,0,0,0,0,0,0,0.078024347,0,0,0,0
5_progressing_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058465314,0,0,0,0,0,0,0.131625987,0,0,0,0,0.222622033,0,0,0,0,0,0,0,0,0,0,0.011860506,0,0,0.406321162,0,0,0,0,0,0,0,0,0.169104998,0,0,0,0
5_progressing_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073661802,0,0,0,0,0,0,0.02100295,0,0,0,0,0.012538914,0,0,0,0,0,0,0,0,0,0,0.099599543,0,0,0.280562066,0,0.085562619,0,0,0,0,0,0,0.427072107,0,0,0,0
5_progressing_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197849063,0,0,0,0,0,0,0.007902745,0,0,0,0,0.160800983,0,0,0,0,0,0,0,0,0,0,0.067341052,0,0,0.09454739,0,0.178568984,0,0,0,0,0,0,0.292989782,0,0,0,0
5_progressing_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076471681,0,0,0,0,0,0,0.036649081,0.055677203,0,0,0,0.06272953,0.054465051,0,0,0,0,0,0,0,0,0,0.032041062,0,0,0.596590285,0,0,0,0,0,0,0,0,0.085376106,0,0,0,0
5_progressing_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014578337,0,0,0,0,0,0,0,0,0,0,0,0.013855188,0.154291956,0,0,0,0,0,0,0,0,0,0.046457645,0,0,0.635970375,0,0,0,0,0,0,0,0,0.134846498,0,0,0,0
5_progressing_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035755701,0,0,0,0,0,0,0,0,0,0,0,0.027070772,0,0,0,0,0,0,0,0,0,0,0.09866434,0,0,0.48260728,0,0.110289622,0,0,0,0,0,0,0.245612286,0,0,0,0
